arch/ia64/sn/include/pci/pcibus_provider_defs.h,include/asm-ia64/sn/pcibus_provider_defs.h,arch/ia64/include/asm/sn/pcibus_provider_defs.h
arch/ia64/sn/include/pci/pcidev.h,include/asm-ia64/sn/pcidev.h,arch/ia64/include/asm/sn/pcidev.h
arch/um/kernel/sys_call_table.c,arch/um/sys-x86_64/sys_call_table.c
drivers/net/wireless/iwlwifi/iwl-agn-rxon.c,drivers/net/wireless/iwlwifi/dvm/rxon.c
drivers/net/wireless/iwlwifi/iwl-scan.c,drivers/net/wireless/iwlwifi/dvm/scan.c
drivers/net/wireless/iwlwifi/iwl-agn-sta.c,drivers/net/wireless/iwlwifi/dvm/sta.c
drivers/net/wireless/iwlwifi/iwl-testmode.h,drivers/net/wireless/iwlwifi/dvm/testmode.h,drivers/net/wireless/iwlwifi/iwl-testmode.h
drivers/net/wireless/iwlwifi/iwl-agn-tt.c,drivers/net/wireless/iwlwifi/dvm/tt.c
drivers/net/wireless/iwlwifi/iwl-agn-tt.h,drivers/net/wireless/iwlwifi/dvm/tt.h
drivers/net/wireless/iwlwifi/iwl-agn-tx.c,drivers/net/wireless/iwlwifi/dvm/tx.c
Documentation/devicetree/bindings/arm/tegra/emc.txt,"Documentation/devicetree/bindings/arm/tegra/nvidia,tegra20-emc.txt"
Documentation/devicetree/bindings/gpio/gpio_nvidia.txt,"Documentation/devicetree/bindings/gpio/nvidia,tegra20-gpio.txt"
Documentation/devicetree/bindings/input/tegra-kbc.txt,"Documentation/devicetree/bindings/input/nvidia,tegra20-kbc.txt"
Documentation/devicetree/bindings/mmc/nvidia-sdhci.txt,"Documentation/devicetree/bindings/mmc/nvidia,tegra20-sdhci.txt"
Documentation/devicetree/bindings/nvec/nvec_nvidia.txt,"Documentation/devicetree/bindings/nvec/nvidia,nvec.txt"
Documentation/devicetree/bindings/sound/tegra-audio-alc5632.txt,"Documentation/devicetree/bindings/sound/nvidia,tegra-audio-alc5632.txt"
Documentation/devicetree/bindings/sound/tegra-audio-trimslice.txt,"Documentation/devicetree/bindings/sound/nvidia,tegra-audio-trimslice.txt"
Documentation/devicetree/bindings/sound/tegra-audio-wm8753.txt,"Documentation/devicetree/bindings/sound/nvidia,tegra-audio-wm8753.txt"
Documentation/devicetree/bindings/sound/tegra-audio-wm8903.txt,"Documentation/devicetree/bindings/sound/nvidia,tegra-audio-wm8903.txt"
Documentation/devicetree/bindings/sound/tegra20-das.txt,"Documentation/devicetree/bindings/sound/nvidia,tegra20-das.txt"
Documentation/devicetree/bindings/sound/tegra20-i2s.txt,"Documentation/devicetree/bindings/sound/nvidia,tegra20-i2s.txt"
Documentation/devicetree/bindings/spi/spi_nvidia.txt,"Documentation/devicetree/bindings/spi/nvidia,tegra20-spi.txt"
Documentation/devicetree/bindings/usb/tegra-usb.txt,"Documentation/devicetree/bindings/usb/nvidia,tegra20-ehci.txt"
drivers/staging/sm7xx/Kconfig,drivers/staging/sm7xxfb/Kconfig
drivers/staging/sm7xx/TODO,drivers/staging/sm7xxfb/TODO
drivers/staging/sm7xx/smtcfb.h,drivers/staging/sm7xxfb/sm7xx.h
drivers/staging/sm7xx/smtcfb.c,drivers/staging/sm7xxfb/sm7xxfb.c
arch/x86/include/asm/serpent.h,arch/x86/include/asm/serpent-sse2.h,arch/x86/include/asm/crypto/serpent-sse2.h
net/netfilter/nfnetlink_queue.c,net/netfilter/nfnetlink_queue_core.c
arch/arm/boot/dts/tegra-harmony.dts,arch/arm/boot/dts/tegra20-harmony.dts
arch/arm/boot/dts/tegra-paz00.dts,arch/arm/boot/dts/tegra20-paz00.dts
arch/arm/boot/dts/tegra-seaboard.dts,arch/arm/boot/dts/tegra20-seaboard.dts
arch/arm/boot/dts/tegra-trimslice.dts,arch/arm/boot/dts/tegra20-trimslice.dts
arch/arm/boot/dts/tegra-ventana.dts,arch/arm/boot/dts/tegra20-ventana.dts
arch/arm/boot/dts/tegra-cardhu.dts,arch/arm/boot/dts/tegra30-cardhu.dts,arch/arm/boot/dts/tegra30-cardhu.dtsi
drivers/staging/comedi/internal.h,drivers/staging/comedi/comedi_internal.h
net/mac80211/driver-trace.c,net/mac80211/trace.c
net/mac80211/driver-trace.h,net/mac80211/trace.h
drivers/staging/nvec/nvec_leds.c,drivers/staging/nvec/nvec_paz00.c
arch/x86/include/asm/serpent-avx.h,arch/x86/include/asm/crypto/serpent-avx.h
arch/x86/include/asm/aes.h,arch/x86/include/asm/crypto/aes.h
drivers/crypto/caam/sg_link_tbl.h,drivers/crypto/caam/sg_sw_sec4.h
net/batman-adv/bat_debugfs.c,net/batman-adv/debugfs.c
net/batman-adv/bat_debugfs.h,net/batman-adv/debugfs.h
net/batman-adv/bat_sysfs.c,net/batman-adv/sysfs.c
net/batman-adv/bat_sysfs.h,net/batman-adv/sysfs.h
drivers/staging/omapdrm/omap_priv.h,include/linux/platform_data/omap_drm.h
arch/arm/plat-mxc/pwm.c,drivers/pwm/pwm-imx.c
arch/arm/mach-vt8500/pwm.c,drivers/pwm/pwm-vt8500.c
arch/powerpc/lib/copyuser_power7_vmx.c,arch/powerpc/lib/vmx-helper.c
arch/arm/mach-mxs/include/mach/mxsfb.h,include/linux/mxsfb.h
include/sound/cs46xx.h,sound/pci/cs46xx/cs46xx.h
include/sound/cs46xx_dsp_scb_types.h,sound/pci/cs46xx/cs46xx_dsp_scb_types.h
include/sound/cs46xx_dsp_spos.h,sound/pci/cs46xx/cs46xx_dsp_spos.h
include/sound/cs46xx_dsp_task_types.h,sound/pci/cs46xx/cs46xx_dsp_task_types.h
include/sound/trident.h,sound/pci/trident/trident.h
include/sound/ymfpci.h,sound/pci/ymfpci/ymfpci.h
Documentation/devicetree/bindings/gpio/gpio_i2c.txt,Documentation/devicetree/bindings/i2c/gpio-i2c.txt,Documentation/devicetree/bindings/i2c/i2c-gpio.txt
arch/arm/plat-nomadik/include/plat/i2c.h,include/linux/platform_data/i2c-nomadik.h
arch/arm/lib/delay.S,arch/arm/lib/delay-loop.S
drivers/sh/pfc-gpio.c,drivers/sh/pfc/gpio.c,drivers/pinctrl/sh-pfc/gpio.c
drivers/mmc/core/cd-gpio.c,drivers/mmc/core/slot-gpio.c
include/linux/mmc/cd-gpio.h,include/linux/mmc/slot-gpio.h
arch/arm/boot/dts/stmp378x_devb.dts,arch/arm/boot/dts/imx23-stmp378x_devb.dts
arch/arm/boot/dts/apx4devkit.dts,arch/arm/boot/dts/imx28-apx4devkit.dts
arch/arm/boot/dts/cfa10036.dts,arch/arm/boot/dts/imx28-cfa10036.dts
arch/arm/boot/dts/m28evk.dts,arch/arm/boot/dts/imx28-m28evk.dts
arch/arm/boot/dts/tx28.dts,arch/arm/boot/dts/imx28-tx28.dts
arch/powerpc/boot/dts/p1021rdb.dtsi,arch/powerpc/boot/dts/p1021rdb-pc.dtsi
arch/powerpc/boot/dts/p1021rdb.dts,arch/powerpc/boot/dts/p1021rdb-pc_32b.dts
arch/powerpc/boot/dts/p1021rdb_36b.dts,arch/powerpc/boot/dts/p1021rdb-pc_36b.dts
arch/arm/mach-picoxcell/time.c,drivers/clocksource/dw_apb_timer_of.c
drivers/dma/shdma.c,drivers/dma/sh/shdma.c
drivers/dma/shdma.h,drivers/dma/sh/shdma.h
include/linux/lp8727.h,include/linux/platform_data/lp8727.h
drivers/mfd/s5m-core.c,drivers/mfd/sec-core.c
drivers/mfd/s5m-irq.c,drivers/mfd/sec-irq.c
include/linux/mfd/s5m87xx/s5m-core.h,include/linux/mfd/samsung/s5m-core.h
include/linux/mfd/s5m87xx/s5m-pmic.h,include/linux/mfd/samsung/s5m-pmic.h
include/linux/mfd/s5m87xx/s5m-rtc.h,include/linux/mfd/samsung/s5m-rtc.h,include/linux/mfd/samsung/rtc.h
net/ethernet/pe2.c,net/ipx/pe2.c
drivers/gpu/drm/nouveau/nouveau_object.c,drivers/gpu/drm/nouveau/nouveau_gpuobj.c
include/linux/lp855x.h,include/linux/platform_data/lp855x.h
crypto/cast5.c,crypto/cast5_generic.c
crypto/cast6.c,crypto/cast6_generic.c
arch/mips/kernel/cpufreq/loongson2_clock.c,arch/mips/loongson/lemote-2f/clock.c
drivers/media/dvb/dvb-usb/dvb_usb_init.c,drivers/media/dvb/dvb-usb/dvb_usb_core.c,drivers/media/dvb/dvb-usb-v2/dvb_usb_core.c,drivers/media/usb/dvb-usb-v2/dvb_usb_core.c
drivers/media/dvb/dvb-usb/af9015.c,drivers/media/dvb/dvb-usb-v2/af9015.c,drivers/media/usb/dvb-usb-v2/af9015.c
drivers/media/dvb/dvb-usb/af9015.h,drivers/media/dvb/dvb-usb-v2/af9015.h,drivers/media/usb/dvb-usb-v2/af9015.h
drivers/media/dvb/dvb-usb/af9035.c,drivers/media/dvb/dvb-usb-v2/af9035.c,drivers/media/usb/dvb-usb-v2/af9035.c
drivers/media/dvb/dvb-usb/af9035.h,drivers/media/dvb/dvb-usb-v2/af9035.h,drivers/media/usb/dvb-usb-v2/af9035.h
drivers/media/dvb/dvb-usb/anysee.c,drivers/media/dvb/dvb-usb-v2/anysee.c,drivers/media/usb/dvb-usb-v2/anysee.c
drivers/media/dvb/dvb-usb/anysee.h,drivers/media/dvb/dvb-usb-v2/anysee.h,drivers/media/usb/dvb-usb-v2/anysee.h
drivers/media/dvb/dvb-usb/au6610.c,drivers/media/dvb/dvb-usb-v2/au6610.c,drivers/media/usb/dvb-usb-v2/au6610.c
drivers/media/dvb/dvb-usb/au6610.h,drivers/media/dvb/dvb-usb-v2/au6610.h,drivers/media/usb/dvb-usb-v2/au6610.h
drivers/media/dvb/dvb-usb/ce6230.c,drivers/media/dvb/dvb-usb-v2/ce6230.c,drivers/media/usb/dvb-usb-v2/ce6230.c
drivers/media/dvb/dvb-usb/ce6230.h,drivers/media/dvb/dvb-usb-v2/ce6230.h,drivers/media/usb/dvb-usb-v2/ce6230.h
drivers/media/dvb/dvb-usb/dvb_usb.h,drivers/media/dvb/dvb-usb-v2/dvb_usb.h,drivers/media/usb/dvb-usb-v2/dvb_usb.h
drivers/media/dvb/dvb-usb/dvb_usb_common.h,drivers/media/dvb/dvb-usb-v2/dvb_usb_common.h,drivers/media/usb/dvb-usb-v2/dvb_usb_common.h
drivers/media/dvb/dvb-usb/dvb_usb_firmware.c,drivers/media/dvb/dvb-usb-v2/dvb_usb_firmware.c,drivers/media/dvb/dvb-usb-v2/cypress_firmware.c,drivers/media/usb/dvb-usb-v2/cypress_firmware.c,drivers/media/common/cypress_firmware.c
drivers/media/dvb/dvb-usb/dvb_usb_firmware.h,drivers/media/dvb/dvb-usb-v2/dvb_usb_firmware.h,drivers/media/dvb/dvb-usb-v2/cypress_firmware.h,drivers/media/usb/dvb-usb-v2/cypress_firmware.h,drivers/media/common/cypress_firmware.h
drivers/media/dvb/dvb-usb/dvb_usb_urb.c,drivers/media/dvb/dvb-usb-v2/dvb_usb_urb.c,drivers/media/usb/dvb-usb-v2/dvb_usb_urb.c
drivers/media/dvb/dvb-usb/ec168.c,drivers/media/dvb/dvb-usb-v2/ec168.c,drivers/media/usb/dvb-usb-v2/ec168.c
drivers/media/dvb/dvb-usb/ec168.h,drivers/media/dvb/dvb-usb-v2/ec168.h,drivers/media/usb/dvb-usb-v2/ec168.h
drivers/media/dvb/dvb-usb/gl861.c,drivers/media/dvb/dvb-usb-v2/gl861.c,drivers/media/usb/dvb-usb-v2/gl861.c
drivers/media/dvb/dvb-usb/gl861.h,drivers/media/dvb/dvb-usb-v2/gl861.h,drivers/media/usb/dvb-usb-v2/gl861.h
drivers/media/dvb/dvb-usb/mxl111sf-demod.c,drivers/media/dvb/dvb-usb-v2/mxl111sf-demod.c,drivers/media/usb/dvb-usb-v2/mxl111sf-demod.c
drivers/media/dvb/dvb-usb/mxl111sf-demod.h,drivers/media/dvb/dvb-usb-v2/mxl111sf-demod.h,drivers/media/usb/dvb-usb-v2/mxl111sf-demod.h
drivers/media/dvb/dvb-usb/mxl111sf-gpio.c,drivers/media/dvb/dvb-usb-v2/mxl111sf-gpio.c,drivers/media/usb/dvb-usb-v2/mxl111sf-gpio.c
drivers/media/dvb/dvb-usb/mxl111sf-gpio.h,drivers/media/dvb/dvb-usb-v2/mxl111sf-gpio.h,drivers/media/usb/dvb-usb-v2/mxl111sf-gpio.h
drivers/media/dvb/dvb-usb/mxl111sf-i2c.c,drivers/media/dvb/dvb-usb-v2/mxl111sf-i2c.c,drivers/media/usb/dvb-usb-v2/mxl111sf-i2c.c
drivers/media/dvb/dvb-usb/mxl111sf-i2c.h,drivers/media/dvb/dvb-usb-v2/mxl111sf-i2c.h,drivers/media/usb/dvb-usb-v2/mxl111sf-i2c.h
drivers/media/dvb/dvb-usb/mxl111sf-phy.c,drivers/media/dvb/dvb-usb-v2/mxl111sf-phy.c,drivers/media/usb/dvb-usb-v2/mxl111sf-phy.c
drivers/media/dvb/dvb-usb/mxl111sf-phy.h,drivers/media/dvb/dvb-usb-v2/mxl111sf-phy.h,drivers/media/usb/dvb-usb-v2/mxl111sf-phy.h
drivers/media/dvb/dvb-usb/mxl111sf-reg.h,drivers/media/dvb/dvb-usb-v2/mxl111sf-reg.h,drivers/media/usb/dvb-usb-v2/mxl111sf-reg.h
drivers/media/dvb/dvb-usb/mxl111sf-tuner.c,drivers/media/dvb/dvb-usb-v2/mxl111sf-tuner.c,drivers/media/usb/dvb-usb-v2/mxl111sf-tuner.c
drivers/media/dvb/dvb-usb/mxl111sf-tuner.h,drivers/media/dvb/dvb-usb-v2/mxl111sf-tuner.h,drivers/media/usb/dvb-usb-v2/mxl111sf-tuner.h
drivers/media/dvb/dvb-usb/mxl111sf.c,drivers/media/dvb/dvb-usb-v2/mxl111sf.c,drivers/media/usb/dvb-usb-v2/mxl111sf.c
drivers/media/dvb/dvb-usb/mxl111sf.h,drivers/media/dvb/dvb-usb-v2/mxl111sf.h,drivers/media/usb/dvb-usb-v2/mxl111sf.h
drivers/media/dvb/dvb-usb/usb_urb.c,drivers/media/dvb/dvb-usb-v2/usb_urb.c,drivers/media/usb/dvb-usb-v2/usb_urb.c
drivers/media/dvb/dvb-usb/dvb-usb-ids.h,drivers/media/dvb/dvb-core/dvb-usb-ids.h,drivers/media/dvb-core/dvb-usb-ids.h
drivers/media/dvb/dvb-usb/az6007.c,drivers/media/dvb/dvb-usb-v2/az6007.c,drivers/media/usb/dvb-usb-v2/az6007.c
drivers/media/dvb/dvb-usb/lmedm04.c,drivers/media/dvb/dvb-usb-v2/lmedm04.c,drivers/media/usb/dvb-usb-v2/lmedm04.c
drivers/media/dvb/dvb-usb/lmedm04.h,drivers/media/dvb/dvb-usb-v2/lmedm04.h,drivers/media/usb/dvb-usb-v2/lmedm04.h
arch/arm/mach-u300/include/mach/gpio-u300.h,include/linux/platform_data/pinctrl-coh901.h
arch/arm/mach-u300/include/mach/dma_channels.h,arch/arm/mach-u300/dma_channels.h
drivers/media/dvb/dvb-usb/rtl28xxu.c,drivers/media/dvb/dvb-usb-v2/rtl28xxu.c,drivers/media/usb/dvb-usb-v2/rtl28xxu.c
drivers/media/dvb/dvb-usb/rtl28xxu.h,drivers/media/dvb/dvb-usb-v2/rtl28xxu.h,drivers/media/usb/dvb-usb-v2/rtl28xxu.h
drivers/media/video/tuner-core.c,drivers/media/v4l2-core/tuner-core.c
drivers/media/video/v4l2-common.c,drivers/media/v4l2-core/v4l2-common.c
drivers/media/video/v4l2-ctrls.c,drivers/media/v4l2-core/v4l2-ctrls.c
drivers/media/video/v4l2-dev.c,drivers/media/v4l2-core/v4l2-dev.c
drivers/media/video/v4l2-device.c,drivers/media/v4l2-core/v4l2-device.c
drivers/media/video/v4l2-event.c,drivers/media/v4l2-core/v4l2-event.c
drivers/media/video/v4l2-fh.c,drivers/media/v4l2-core/v4l2-fh.c
drivers/media/video/v4l2-int-device.c,drivers/media/v4l2-core/v4l2-int-device.c
drivers/media/video/v4l2-ioctl.c,drivers/media/v4l2-core/v4l2-ioctl.c
drivers/media/video/v4l2-mem2mem.c,drivers/media/v4l2-core/v4l2-mem2mem.c
drivers/media/video/v4l2-subdev.c,drivers/media/v4l2-core/v4l2-subdev.c
drivers/media/video/videobuf-core.c,drivers/media/v4l2-core/videobuf-core.c
drivers/media/video/videobuf-dma-contig.c,drivers/media/v4l2-core/videobuf-dma-contig.c
drivers/media/video/videobuf-dma-sg.c,drivers/media/v4l2-core/videobuf-dma-sg.c
drivers/media/video/videobuf-vmalloc.c,drivers/media/v4l2-core/videobuf-vmalloc.c
drivers/media/video/videobuf2-core.c,drivers/media/v4l2-core/videobuf2-core.c
drivers/media/video/videobuf2-dma-contig.c,drivers/media/v4l2-core/videobuf2-dma-contig.c
drivers/media/video/videobuf2-dma-sg.c,drivers/media/v4l2-core/videobuf2-dma-sg.c
drivers/media/video/videobuf2-memops.c,drivers/media/v4l2-core/videobuf2-memops.c
drivers/media/video/videobuf2-vmalloc.c,drivers/media/v4l2-core/videobuf2-vmalloc.c
drivers/media/dvb/dvb-core/Makefile,drivers/media/dvb-core/Makefile
drivers/media/dvb/dvb-core/demux.h,drivers/media/dvb-core/demux.h
drivers/media/dvb/dvb-core/dmxdev.c,drivers/media/dvb-core/dmxdev.c
drivers/media/dvb/dvb-core/dmxdev.h,drivers/media/dvb-core/dmxdev.h
drivers/media/dvb/dvb-core/dvb_ca_en50221.c,drivers/media/dvb-core/dvb_ca_en50221.c
drivers/media/dvb/dvb-core/dvb_ca_en50221.h,drivers/media/dvb-core/dvb_ca_en50221.h
drivers/media/dvb/dvb-core/dvb_demux.c,drivers/media/dvb-core/dvb_demux.c
drivers/media/dvb/dvb-core/dvb_demux.h,drivers/media/dvb-core/dvb_demux.h
drivers/media/dvb/dvb-core/dvb_filter.c,drivers/media/dvb-core/dvb_filter.c
drivers/media/dvb/dvb-core/dvb_filter.h,drivers/media/dvb-core/dvb_filter.h
drivers/media/dvb/dvb-core/dvb_frontend.c,drivers/media/dvb-core/dvb_frontend.c
drivers/media/dvb/dvb-core/dvb_frontend.h,drivers/media/dvb-core/dvb_frontend.h
drivers/media/dvb/dvb-core/dvb_math.c,drivers/media/dvb-core/dvb_math.c
drivers/media/dvb/dvb-core/dvb_math.h,drivers/media/dvb-core/dvb_math.h
drivers/media/dvb/dvb-core/dvb_net.c,drivers/media/dvb-core/dvb_net.c
drivers/media/dvb/dvb-core/dvb_net.h,drivers/media/dvb-core/dvb_net.h
drivers/media/dvb/dvb-core/dvb_ringbuffer.c,drivers/media/dvb-core/dvb_ringbuffer.c
drivers/media/dvb/dvb-core/dvb_ringbuffer.h,drivers/media/dvb-core/dvb_ringbuffer.h
drivers/media/dvb/dvb-core/dvbdev.c,drivers/media/dvb-core/dvbdev.c
drivers/media/dvb/dvb-core/dvbdev.h,drivers/media/dvb-core/dvbdev.h
drivers/media/dvb/frontends/Kconfig,drivers/media/dvb-frontends/Kconfig
drivers/media/dvb/frontends/Makefile,drivers/media/dvb-frontends/Makefile
drivers/media/dvb/frontends/a8293.c,drivers/media/dvb-frontends/a8293.c
drivers/media/dvb/frontends/a8293.h,drivers/media/dvb-frontends/a8293.h
drivers/media/dvb/frontends/af9013.c,drivers/media/dvb-frontends/af9013.c
drivers/media/dvb/frontends/af9013.h,drivers/media/dvb-frontends/af9013.h
drivers/media/dvb/frontends/af9013_priv.h,drivers/media/dvb-frontends/af9013_priv.h
drivers/media/dvb/frontends/af9033.c,drivers/media/dvb-frontends/af9033.c
drivers/media/dvb/frontends/af9033.h,drivers/media/dvb-frontends/af9033.h
drivers/media/dvb/frontends/af9033_priv.h,drivers/media/dvb-frontends/af9033_priv.h
drivers/media/dvb/frontends/atbm8830.c,drivers/media/dvb-frontends/atbm8830.c
drivers/media/dvb/frontends/atbm8830.h,drivers/media/dvb-frontends/atbm8830.h
drivers/media/dvb/frontends/atbm8830_priv.h,drivers/media/dvb-frontends/atbm8830_priv.h
drivers/media/dvb/frontends/au8522.h,drivers/media/dvb-frontends/au8522.h
drivers/media/dvb/frontends/au8522_common.c,drivers/media/dvb-frontends/au8522_common.c
drivers/media/dvb/frontends/au8522_decoder.c,drivers/media/dvb-frontends/au8522_decoder.c
drivers/media/dvb/frontends/au8522_priv.h,drivers/media/dvb-frontends/au8522_priv.h
drivers/media/dvb/frontends/bcm3510.c,drivers/media/dvb-frontends/bcm3510.c
drivers/media/dvb/frontends/bcm3510.h,drivers/media/dvb-frontends/bcm3510.h
drivers/media/dvb/frontends/bcm3510_priv.h,drivers/media/dvb-frontends/bcm3510_priv.h
drivers/media/dvb/frontends/bsbe1-d01a.h,drivers/media/dvb-frontends/bsbe1-d01a.h
drivers/media/dvb/frontends/bsbe1.h,drivers/media/dvb-frontends/bsbe1.h
drivers/media/dvb/frontends/bsru6.h,drivers/media/dvb-frontends/bsru6.h
drivers/media/dvb/frontends/cx22700.c,drivers/media/dvb-frontends/cx22700.c
drivers/media/dvb/frontends/cx22700.h,drivers/media/dvb-frontends/cx22700.h
drivers/media/dvb/frontends/cx22702.c,drivers/media/dvb-frontends/cx22702.c
drivers/media/dvb/frontends/cx22702.h,drivers/media/dvb-frontends/cx22702.h
drivers/media/dvb/frontends/cx24110.c,drivers/media/dvb-frontends/cx24110.c
drivers/media/dvb/frontends/cx24110.h,drivers/media/dvb-frontends/cx24110.h
drivers/media/dvb/frontends/cx24113.c,drivers/media/dvb-frontends/cx24113.c
drivers/media/dvb/frontends/cx24113.h,drivers/media/dvb-frontends/cx24113.h
drivers/media/dvb/frontends/cx24116.c,drivers/media/dvb-frontends/cx24116.c
drivers/media/dvb/frontends/cx24116.h,drivers/media/dvb-frontends/cx24116.h
drivers/media/dvb/frontends/cx24123.c,drivers/media/dvb-frontends/cx24123.c
drivers/media/dvb/frontends/cx24123.h,drivers/media/dvb-frontends/cx24123.h
drivers/media/dvb/frontends/cxd2820r.h,drivers/media/dvb-frontends/cxd2820r.h
drivers/media/dvb/frontends/cxd2820r_c.c,drivers/media/dvb-frontends/cxd2820r_c.c
drivers/media/dvb/frontends/cxd2820r_priv.h,drivers/media/dvb-frontends/cxd2820r_priv.h
drivers/media/dvb/frontends/cxd2820r_t.c,drivers/media/dvb-frontends/cxd2820r_t.c
drivers/media/dvb/frontends/cxd2820r_t2.c,drivers/media/dvb-frontends/cxd2820r_t2.c
drivers/media/dvb/frontends/dib0070.c,drivers/media/dvb-frontends/dib0070.c
drivers/media/dvb/frontends/dib0070.h,drivers/media/dvb-frontends/dib0070.h
drivers/media/dvb/frontends/dib0090.c,drivers/media/dvb-frontends/dib0090.c
drivers/media/dvb/frontends/dib0090.h,drivers/media/dvb-frontends/dib0090.h
drivers/media/dvb/frontends/dib3000.h,drivers/media/dvb-frontends/dib3000.h
drivers/media/dvb/frontends/dib3000mb.c,drivers/media/dvb-frontends/dib3000mb.c
drivers/media/dvb/frontends/dib3000mb_priv.h,drivers/media/dvb-frontends/dib3000mb_priv.h
drivers/media/dvb/frontends/dib3000mc.c,drivers/media/dvb-frontends/dib3000mc.c
drivers/media/dvb/frontends/dib3000mc.h,drivers/media/dvb-frontends/dib3000mc.h
drivers/media/dvb/frontends/dib7000m.c,drivers/media/dvb-frontends/dib7000m.c
drivers/media/dvb/frontends/dib7000m.h,drivers/media/dvb-frontends/dib7000m.h
drivers/media/dvb/frontends/dib7000p.c,drivers/media/dvb-frontends/dib7000p.c
drivers/media/dvb/frontends/dib7000p.h,drivers/media/dvb-frontends/dib7000p.h
drivers/media/dvb/frontends/dib8000.c,drivers/media/dvb-frontends/dib8000.c
drivers/media/dvb/frontends/dib8000.h,drivers/media/dvb-frontends/dib8000.h
drivers/media/dvb/frontends/dib9000.c,drivers/media/dvb-frontends/dib9000.c
drivers/media/dvb/frontends/dib9000.h,drivers/media/dvb-frontends/dib9000.h
drivers/media/dvb/frontends/dibx000_common.c,drivers/media/dvb-frontends/dibx000_common.c
drivers/media/dvb/frontends/dibx000_common.h,drivers/media/dvb-frontends/dibx000_common.h
drivers/media/dvb/frontends/drxd.h,drivers/media/dvb-frontends/drxd.h
drivers/media/dvb/frontends/drxd_firm.c,drivers/media/dvb-frontends/drxd_firm.c
drivers/media/dvb/frontends/drxd_firm.h,drivers/media/dvb-frontends/drxd_firm.h
drivers/media/dvb/frontends/drxd_hard.c,drivers/media/dvb-frontends/drxd_hard.c
drivers/media/dvb/frontends/drxd_map_firm.h,drivers/media/dvb-frontends/drxd_map_firm.h
drivers/media/dvb/frontends/drxk.h,drivers/media/dvb-frontends/drxk.h
drivers/media/dvb/frontends/drxk_hard.c,drivers/media/dvb-frontends/drxk_hard.c
drivers/media/dvb/frontends/drxk_hard.h,drivers/media/dvb-frontends/drxk_hard.h
drivers/media/dvb/frontends/drxk_map.h,drivers/media/dvb-frontends/drxk_map.h
drivers/media/dvb/frontends/ds3000.c,drivers/media/dvb-frontends/ds3000.c
drivers/media/dvb/frontends/ds3000.h,drivers/media/dvb-frontends/ds3000.h
drivers/media/dvb/frontends/dvb-pll.c,drivers/media/dvb-frontends/dvb-pll.c
drivers/media/dvb/frontends/dvb-pll.h,drivers/media/dvb-frontends/dvb-pll.h
drivers/media/dvb/frontends/dvb_dummy_fe.c,drivers/media/dvb-frontends/dvb_dummy_fe.c
drivers/media/dvb/frontends/dvb_dummy_fe.h,drivers/media/dvb-frontends/dvb_dummy_fe.h
drivers/media/dvb/frontends/ec100.c,drivers/media/dvb-frontends/ec100.c
drivers/media/dvb/frontends/ec100.h,drivers/media/dvb-frontends/ec100.h
drivers/media/dvb/frontends/ec100_priv.h,drivers/media/dvb-frontends/ec100_priv.h
drivers/media/dvb/frontends/eds1547.h,drivers/media/dvb-frontends/eds1547.h
drivers/media/dvb/frontends/hd29l2.c,drivers/media/dvb-frontends/hd29l2.c
drivers/media/dvb/frontends/hd29l2.h,drivers/media/dvb-frontends/hd29l2.h
drivers/media/dvb/frontends/hd29l2_priv.h,drivers/media/dvb-frontends/hd29l2_priv.h
drivers/media/dvb/frontends/isl6405.c,drivers/media/dvb-frontends/isl6405.c
drivers/media/dvb/frontends/isl6405.h,drivers/media/dvb-frontends/isl6405.h
drivers/media/dvb/frontends/isl6421.c,drivers/media/dvb-frontends/isl6421.c
drivers/media/dvb/frontends/isl6421.h,drivers/media/dvb-frontends/isl6421.h
drivers/media/dvb/frontends/isl6423.c,drivers/media/dvb-frontends/isl6423.c
drivers/media/dvb/frontends/isl6423.h,drivers/media/dvb-frontends/isl6423.h
drivers/media/dvb/frontends/it913x-fe-priv.h,drivers/media/dvb-frontends/it913x-fe-priv.h
drivers/media/dvb/frontends/it913x-fe.c,drivers/media/dvb-frontends/it913x-fe.c
drivers/media/dvb/frontends/it913x-fe.h,drivers/media/dvb-frontends/it913x-fe.h
drivers/media/dvb/frontends/itd1000.c,drivers/media/dvb-frontends/itd1000.c
drivers/media/dvb/frontends/itd1000.h,drivers/media/dvb-frontends/itd1000.h
drivers/media/dvb/frontends/itd1000_priv.h,drivers/media/dvb-frontends/itd1000_priv.h
drivers/media/dvb/frontends/ix2505v.c,drivers/media/dvb-frontends/ix2505v.c
drivers/media/dvb/frontends/ix2505v.h,drivers/media/dvb-frontends/ix2505v.h
drivers/media/dvb/frontends/l64781.c,drivers/media/dvb-frontends/l64781.c
drivers/media/dvb/frontends/l64781.h,drivers/media/dvb-frontends/l64781.h
drivers/media/dvb/frontends/lg2160.c,drivers/media/dvb-frontends/lg2160.c
drivers/media/dvb/frontends/lg2160.h,drivers/media/dvb-frontends/lg2160.h
drivers/media/dvb/frontends/lgdt3305.c,drivers/media/dvb-frontends/lgdt3305.c
drivers/media/dvb/frontends/lgdt3305.h,drivers/media/dvb-frontends/lgdt3305.h
drivers/media/dvb/frontends/lgs8gl5.c,drivers/media/dvb-frontends/lgs8gl5.c
