include/asm-i386/ppcboot-i386.h,include/asm-i386/u-boot-i386.h,arch/i386/include/asm/u-boot-i386.h,arch/x86/include/asm/u-boot-x86.h
cpu/xscale/Makefile,cpu/pxa/Makefile,arch/arm/cpu/pxa/Makefile
cpu/xscale/config.mk,cpu/pxa/config.mk,arch/arm/cpu/pxa/config.mk
cpu/xscale/cpu.c,cpu/pxa/cpu.c,arch/arm/cpu/pxa/cpu.c,arch/arm/cpu/pxa/pxa2xx.c
cpu/xscale/i2c.c,cpu/pxa/i2c.c,arch/arm/cpu/pxa/i2c.c,drivers/i2c/mv_i2c.c
cpu/xscale/interrupts.c,cpu/pxa/interrupts.c,cpu/pxa/timer.c,arch/arm/cpu/pxa/timer.c
cpu/xscale/serial.c,cpu/pxa/serial.c,drivers/serial/serial_pxa.c
cpu/xscale/start.S,cpu/pxa/start.S,arch/arm/cpu/pxa/start.S
include/asm-arm/arch-xscale/bitfield.h,include/asm-arm/arch-pxa/bitfield.h,arch/arm/include/asm/arch-pxa/bitfield.h
include/asm-arm/arch-xscale/hardware.h,include/asm-arm/arch-pxa/hardware.h,arch/arm/include/asm/arch-pxa/hardware.h
lib_i386/ic/sc520.c,cpu/i386/sc520.c,cpu/i386/sc520/sc520.c,arch/i386/cpu/sc520/sc520.c,arch/x86/cpu/sc520/sc520.c
lib_i386/ic/sc520_asm.S,cpu/i386/sc520_asm.S,cpu/i386/sc520/sc520_asm.S,arch/i386/cpu/sc520/sc520_asm.S
lib_i386/ic/ali512x.c,drivers/ali512x.c,drivers/misc/ali512x.c
cpu/mpc8xx/status_led.c,drivers/status_led.c,drivers/misc/status_led.c
cpu/mips/serial.c,cpu/mips/asc_serial.c,arch/mips/cpu/asc_serial.c,arch/mips/cpu/mips32/asc_serial.c,arch/mips/cpu/mips32/incaip/asc_serial.c
cpu/mips/serial.h,cpu/mips/asc_serial.h,arch/mips/cpu/asc_serial.h,arch/mips/cpu/mips32/asc_serial.h,arch/mips/cpu/mips32/incaip/asc_serial.h
board/dk1c20/flash.c,board/altera/common/flash.c
board/amlogic/khadas-vim/README,board/amlogic/p212/README.khadas-vim
board/amlogic/libretech-cc/README,board/amlogic/p212/README.libretech-cc
board/amlogic/p212/README,board/amlogic/p212/README.p212
board/amlogic/khadas-vim2/Kconfig,board/amlogic/q200/Kconfig
board/amlogic/khadas-vim2/MAINTAINERS,board/amlogic/q200/MAINTAINERS
board/amlogic/khadas-vim2/Makefile,board/amlogic/q200/Makefile
board/amlogic/khadas-vim2/README,board/amlogic/q200/README.khadas-vim2
board/amlogic/khadas-vim2/khadas-vim2.c,board/amlogic/q200/q200.c
include/configs/khadas-vim2.h,include/configs/q200.h
board/amlogic/nanopi-k2/README,board/amlogic/odroid-c2/README.nanopi-k2,board/amlogic/p200/README.nanopi-k2
arch/arm/include/asm/arch-meson/clock.h,arch/arm/include/asm/arch-meson/clock-gx.h
arch/arm/mach-meson/board.c,arch/arm/mach-meson/board-gx.c
include/dm/platform_data/pl022_spi.h,include/dm/platform_data/spi_pl022.h
test/dm/cmd_dm.c,cmd/dm.c
configs/a25-ae350_32_defconfig,configs/ae350_rv32_defconfig
arch/arm/include/asm/arch-mx8m/clock.h,arch/arm/include/asm/arch-imx8m/clock.h
arch/arm/include/asm/arch-mx8m/crm_regs.h,arch/arm/include/asm/arch-imx8m/crm_regs.h
arch/arm/include/asm/arch-mx8m/ddr.h,arch/arm/include/asm/arch-imx8m/ddr.h
arch/arm/include/asm/arch-mx8m/gpio.h,arch/arm/include/asm/arch-imx8m/gpio.h
arch/arm/include/asm/arch-mx8m/imx-regs.h,arch/arm/include/asm/arch-imx8m/imx-regs.h
arch/arm/include/asm/arch-mx8m/mx8mq_pins.h,arch/arm/include/asm/arch-imx8m/imx8mq_pins.h
arch/arm/include/asm/arch-mx8m/sys_proto.h,arch/arm/include/asm/arch-imx8m/sys_proto.h
arch/arm/mach-imx/mx8m/Kconfig,arch/arm/mach-imx/imx8m/Kconfig
arch/arm/mach-imx/mx8m/Makefile,arch/arm/mach-imx/imx8m/Makefile
arch/arm/mach-imx/mx8m/clock.c,arch/arm/mach-imx/imx8m/clock.c,arch/arm/mach-imx/imx8m/clock_imx8mq.c
arch/arm/mach-imx/mx8m/clock_slice.c,arch/arm/mach-imx/imx8m/clock_slice.c
arch/arm/mach-imx/mx8m/lowlevel_init.S,arch/arm/mach-imx/imx8m/lowlevel_init.S
arch/arm/mach-imx/mx8m/soc.c,arch/arm/mach-imx/imx8m/soc.c
arch/arm/cpu/armv8/zynqmp/Makefile,arch/arm/mach-zynqmp/Makefile
arch/arm/cpu/armv8/zynqmp/clk.c,arch/arm/mach-zynqmp/clk.c
arch/arm/cpu/armv8/zynqmp/cpu.c,arch/arm/mach-zynqmp/cpu.c
arch/arm/cpu/armv8/zynqmp/handoff.c,arch/arm/mach-zynqmp/handoff.c
arch/arm/include/asm/arch-zynqmp/clk.h,arch/arm/mach-zynqmp/include/mach/clk.h
arch/arm/include/asm/arch-zynqmp/gpio.h,arch/arm/mach-zynqmp/include/mach/gpio.h
arch/arm/include/asm/arch-zynqmp/hardware.h,arch/arm/mach-zynqmp/include/mach/hardware.h
arch/arm/include/asm/arch-zynqmp/psu_init_gpl.h,arch/arm/mach-zynqmp/include/mach/psu_init_gpl.h
arch/arm/include/asm/arch-zynqmp/sys_proto.h,arch/arm/mach-zynqmp/include/mach/sys_proto.h
arch/arm/cpu/armv8/zynqmp/mp.c,arch/arm/mach-zynqmp/mp.c
arch/arm/cpu/armv8/zynqmp/psu_spl_init.c,arch/arm/mach-zynqmp/psu_spl_init.c
arch/arm/cpu/armv8/zynqmp/spl.c,arch/arm/mach-zynqmp/spl.c
arch/arm/dts/imx7-colibri.dts,arch/arm/dts/imx7-colibri.dtsi
arch/arm/dts/imx6qdl-logicpd.dtsi,arch/arm/dts/imx6-logicpd-som.dtsi
drivers/net/ocelot_switch.c,drivers/net/mscc_eswitch/ocelot_switch.c
configs/bcm968580_ram_defconfig,configs/bcm968580xref_ram_defconfig
doc/imx/hab/habv4/encrypted_boot.txt,doc/imx/habv4/encrypted_boot.txt,doc/imx/habv4/guides/encrypted_boot.txt
configs/Sinovoip_BPI_M2_Plus_defconfig,configs/bananapi_m2_plus_h3_defconfig
arch/riscv/cpu/qemu/Kconfig,arch/riscv/cpu/generic/Kconfig
arch/riscv/cpu/qemu/Makefile,arch/riscv/cpu/generic/Makefile
arch/riscv/cpu/qemu/cpu.c,arch/riscv/cpu/generic/cpu.c
arch/riscv/cpu/qemu/dram.c,arch/riscv/cpu/generic/dram.c
doc/device-tree-bindings/ram/k3-am654-ddrss.txt,doc/device-tree-bindings/memory-controllers/k3-am654-ddrss.txt
"doc/device-tree-bindings/ram/st,stm32-fmc.txt","doc/device-tree-bindings/memory-controllers/st,stm32-fmc.txt"
"doc/device-tree-bindings/ram/st,stm32mp1-ddr.txt","doc/device-tree-bindings/memory-controllers/st,stm32mp1-ddr.txt"
drivers/spi/sun4i_spi.c,drivers/spi/spi-sunxi.c
drivers/soc/keystone/keystone_serdes.c,drivers/soc/ti/keystone_serdes.c
arch/arm/dts/armada-385-amc.dts,arch/arm/dts/armada-385-db-88f6820-amc.dts
drivers/power/pmic/stpmu1.c,drivers/power/pmic/stpmic1.c
drivers/power/regulator/stpmu1.c,drivers/power/regulator/stpmic1.c
"include/dt-bindings/mfd/st,stpmu1.h","include/dt-bindings/mfd/st,stpmic1.h"
include/power/stpmu1.h,include/power/stpmic1.h
arch/arm/dts/pcm052.dts,arch/arm/dts/vf610-pcm052.dts
drivers/video/ipu.h,drivers/video/imx/ipu.h
drivers/video/ipu_common.c,drivers/video/imx/ipu_common.c
drivers/video/ipu_disp.c,drivers/video/imx/ipu_disp.c
drivers/video/ipu_regs.h,drivers/video/imx/ipu_regs.h
drivers/video/mxc_ipuv3_fb.c,drivers/video/imx/mxc_ipuv3_fb.c
drivers/video/mxcfb.h,drivers/video/imx/mxcfb.h
board/sunxi/ahci.c,drivers/ata/ahci_sunxi.c
drivers/clk/clk_meson_axg.c,drivers/clk/meson/axg.c
drivers/clk/clk_meson.h,drivers/clk/meson/clk_meson.h
drivers/clk/clk_meson.c,drivers/clk/meson/gxbb.c
include/dt-bindings/pinctrl/k3-am65.h,include/dt-bindings/pinctrl/k3.h
arch/mips/mach-mt7620/Kconfig,arch/mips/mach-mtmips/Kconfig
arch/mips/mach-mt7620/Makefile,arch/mips/mach-mtmips/Makefile
arch/mips/mach-mt7620/cpu.c,arch/mips/mach-mtmips/cpu.c
arch/mips/mach-mt7620/ddr_calibrate.c,arch/mips/mach-mtmips/ddr_calibrate.c
arch/mips/mach-mt7620/lowlevel_init.S,arch/mips/mach-mtmips/lowlevel_init.S
arch/mips/mach-mt7620/mt76xx.h,arch/mips/mach-mtmips/mt76xx.h
arch/arm/mach-socfpga/include/mach/sdram_s10.h,drivers/ddr/altera/sdram_s10.h
include/configs/km/km8309-common.h,include/configs/km8309-common.h
include/configs/km8360.h,include/configs/kmcoge5ne.h
include/configs/MPC8313ERDB.h,include/configs/MPC8313ERDB_NAND.h
arch/arm/mach-tegra/tegra186/nvtboot_board.c,arch/arm/mach-tegra/cboot.c
arch/arm/mach-tegra/tegra186/nvtboot_ll.S,arch/arm/mach-tegra/cboot_ll.S
arch/arm/dts/imx6ul-pcl063.dtsi,arch/arm/dts/pcl063-common.dtsi,arch/arm/dts/imx6ul-phytec-phycore-som.dtsi
board/samtec/vining_2000/Kconfig,board/softing/vining_2000/Kconfig
board/samtec/vining_2000/MAINTAINERS,board/softing/vining_2000/MAINTAINERS
board/samtec/vining_2000/Makefile,board/softing/vining_2000/Makefile
board/samtec/vining_2000/imximage.cfg,board/softing/vining_2000/imximage.cfg
board/samtec/vining_2000/vining_2000.c,board/softing/vining_2000/vining_2000.c
Documentation/Makefile,doc/Makefile
Documentation/conf.py,doc/conf.py
Documentation/devicetree/bindings/arm/l2c2x0.txt,doc/device-tree-bindings/arm/l2c2x0.txt
"Documentation/devicetree/bindings/axi/gdsys,ihs_axi.txt","doc/device-tree-bindings/axi/gdsys,ihs_axi.txt"
"Documentation/devicetree/bindings/board/gdsys,board_gazerbeam.txt","doc/device-tree-bindings/board/gdsys,board_gazerbeam.txt","doc/device-tree-bindings/sysinfo/gdsys,sysinfo_gazerbeam.txt"
"Documentation/devicetree/bindings/clk/fsl,mpc83xx-clk.txt","doc/device-tree-bindings/clock/fsl,mpc83xx-clk.txt"
"Documentation/devicetree/bindings/cpu/fsl,mpc83xx.txt","doc/device-tree-bindings/cpu/fsl,mpc83xx.txt"
"Documentation/devicetree/bindings/misc/fsl,mpc83xx-serdes.txt","doc/device-tree-bindings/misc/misc/fsl,mpc83xx-serdes.txt"
"Documentation/devicetree/bindings/misc/gdsys,io-endpoint.txt","doc/device-tree-bindings/misc/misc/gdsys,io-endpoint.txt"
"Documentation/devicetree/bindings/misc/gdsys,iocon_fpga.txt","doc/device-tree-bindings/misc/misc/gdsys,iocon_fpga.txt"
"Documentation/devicetree/bindings/misc/gdsys,iocpu_fpga.txt","doc/device-tree-bindings/misc/misc/gdsys,iocpu_fpga.txt"
"Documentation/devicetree/bindings/misc/gdsys,soc.txt","doc/device-tree-bindings/misc/misc/gdsys,soc.txt"
"Documentation/devicetree/bindings/ram/fsl,mpc83xx-mem-controller.txt","doc/device-tree-bindings/ram/fsl,mpc83xx-mem-controller.txt"
Documentation/devicetree/bindings/reserved-memory/reserved-memory.txt,doc/device-tree-bindings/reserved-memory/reserved-memory.txt
"Documentation/devicetree/bindings/timer/fsl,mpc83xx-timer.txt","doc/device-tree-bindings/timer/fsl,mpc83xx-timer.txt"
Documentation/efi.rst,doc/efi.rst,doc/api/efi.rst
Documentation/index.rst,doc/index.rst
Documentation/linker_lists.rst,doc/linker_lists.rst,doc/api/linker_lists.rst
Documentation/media/Makefile,doc/media/Makefile
Documentation/media/linker_lists.h.rst.exceptions,doc/media/linker_lists.h.rst.exceptions
Documentation/serial.rst,doc/serial.rst,doc/api/serial.rst
Documentation/sphinx-static/theme_overrides.css,doc/sphinx-static/theme_overrides.css
Documentation/sphinx/cdomain.py,doc/sphinx/cdomain.py
Documentation/sphinx/kernel_include.py,doc/sphinx/kernel_include.py
Documentation/sphinx/kerneldoc.py,doc/sphinx/kerneldoc.py
Documentation/sphinx/kfigure.py,doc/sphinx/kfigure.py
Documentation/sphinx/load_config.py,doc/sphinx/load_config.py
Documentation/sphinx/parse-headers.pl,doc/sphinx/parse-headers.pl
Documentation/sphinx/requirements.txt,doc/sphinx/requirements.txt
Documentation/sphinx/rstFlatTable.py,doc/sphinx/rstFlatTable.py
doc/README.avb2,doc/android/avb2.txt
doc/README.android-fastboot,doc/android/fastboot.txt,doc/android/fastboot.rst
drivers/gpio/stm32f7_gpio.c,drivers/gpio/stm32_gpio.c
drivers/mmc/k3_arsan_sdhci.c,drivers/mmc/am654_sdhci.c
doc/README.android-fastboot-protocol,doc/android/fastboot-protocol.txt,doc/android/fastboot-protocol.rst
drivers/clk/sifive/wrpll-cln28hpc.c,drivers/clk/analogbits/wrpll-cln28hpc.c
drivers/clk/sifive/analogbits-wrpll-cln28hpc.h,include/linux/clk/analogbits-wrpll-cln28hpc.h
arch/arm/dts/imx6q-dhcom-som.dtsi,arch/arm/dts/imx6qdl-dhcom.dtsi
doc/driver-model/README.txt,doc/driver-model/design.rst,doc/develop/driver-model/design.rst
doc/driver-model/MIGRATION.txt,doc/driver-model/migration.rst,doc/develop/driver-model/migration.rst
doc/driver-model/fdt-fixup.txt,doc/driver-model/fdt-fixup.rst,doc/develop/driver-model/fdt-fixup.rst
doc/driver-model/i2c-howto.txt,doc/driver-model/i2c-howto.rst,doc/develop/driver-model/i2c-howto.rst
doc/driver-model/livetree.txt,doc/driver-model/livetree.rst,doc/develop/driver-model/livetree.rst
doc/driver-model/of-plat.txt,doc/driver-model/of-plat.rst,doc/develop/driver-model/of-plat.rst
doc/driver-model/pci-info.txt,doc/driver-model/pci-info.rst,doc/develop/driver-model/pci-info.rst
doc/driver-model/pmic-framework.txt,doc/driver-model/pmic-framework.rst,doc/develop/driver-model/pmic-framework.rst
doc/driver-model/remoteproc-framework.txt,doc/driver-model/remoteproc-framework.rst,doc/develop/driver-model/remoteproc-framework.rst
doc/driver-model/serial-howto.txt,doc/driver-model/serial-howto.rst,doc/develop/driver-model/serial-howto.rst
doc/driver-model/usb-info.txt,doc/driver-model/usb-info.rst,doc/develop/driver-model/usb-info.rst
doc/README.mips,doc/arch/mips.rst
doc/README.qemu-arm,doc/board/emulation/qemu-arm.rst
doc/README.qemu-riscv,doc/board/emulation/qemu-riscv.rst
doc/README.ag101p,doc/board/AndesTech/adp-ag101p.rst,doc/board/andestech/adp-ag101p.rst
doc/README.zynq,doc/board/xilinx/zynq.rst
doc/README.x86,doc/arch/x86.rst,doc/arch/x86/x86.rst
doc/README.arm64,doc/arch/arm64.rst
doc/README.nios2,doc/arch/nios2.rst
doc/README.ARC,doc/arch/arc.rst
doc/README.xtensa,doc/arch/xtensa.rst
drivers/remoteproc/k3_rproc.c,drivers/remoteproc/ti_k3_arm64_rproc.c
arch/arm/dts/zynqmp-zc1275-revA.dts,arch/arm/dts/zynqmp-zcu1275-revA.dts
arch/arm/dts/zynqmp-zc1275-revB.dts,arch/arm/dts/zynqmp-zcu1275-revB.dts
configs/xilinx_zynqmp_zc1275_revA_defconfig,configs/xilinx_zynqmp_zcu1275_revA_defconfig
configs/xilinx_zynqmp_zc1275_revB_defconfig,configs/xilinx_zynqmp_zcu1275_revB_defconfig
doc/README.iscsi,doc/uefi/iscsi.rst,doc/develop/uefi/iscsi.rst
doc/README.u-boot_on_efi,doc/uefi/u-boot_on_efi.rst,doc/develop/uefi/u-boot_on_efi.rst
doc/README.uefi,doc/uefi/uefi.rst,doc/develop/uefi/uefi.rst
test/py/tests/test_avb.py,test/py/tests/test_android/test_avb.py
include/environment.h,include/env_internal.h
arch/x86/include/asm/fsp/fsp_azalia.h,arch/x86/include/asm/fsp1/fsp_azalia.h,arch/x86/include/asm/fsp/fsp_azalia.h
arch/x86/lib/fsp/Makefile,arch/x86/lib/fsp1/Makefile
arch/x86/lib/fsp/fsp_common.c,arch/x86/lib/fsp1/fsp_common.c
arch/x86/lib/fsp/fsp_graphics.c,arch/x86/lib/fsp1/fsp_graphics.c,arch/x86/lib/fsp/fsp_graphics.c
arch/x86/include/asm/acpi_s3.h,include/acpi_s3.h,include/acpi/acpi_s3.h
board/samtec/vining_fpga/MAINTAINERS,board/softing/vining_fpga/MAINTAINERS
board/samtec/vining_fpga/Makefile,board/softing/vining_fpga/Makefile
board/samtec/vining_fpga/qts/iocsr_config.h,board/softing/vining_fpga/qts/iocsr_config.h
board/samtec/vining_fpga/qts/pinmux_config.h,board/softing/vining_fpga/qts/pinmux_config.h
board/samtec/vining_fpga/qts/pll_config.h,board/softing/vining_fpga/qts/pll_config.h
board/samtec/vining_fpga/qts/sdram_config.h,board/softing/vining_fpga/qts/sdram_config.h
board/samtec/vining_fpga/socfpga.c,board/softing/vining_fpga/socfpga.c
include/dt-bindings/reset/mtk-reset.h,include/dt-bindings/reset/mt7623-reset.h
tools/binman/test/111_x86-rom-ifwi.dts,tools/binman/test/111_x86_rom_ifwi.dts
tools/binman/test/112_x86-rom-ifwi-nodesc.dts,tools/binman/test/112_x86_rom_ifwi_nodesc.dts
tools/binman/test/113_x86-rom-ifwi-nodata.dts,tools/binman/test/113_x86_rom_ifwi_nodata.dts
tools/binman/test/80_4gb_and_skip_at_start_together.dts,tools/binman/test/098_4gb_and_skip_at_start_together.dts
tools/binman/test/81_powerpc_mpc85xx_bootpg_resetvec.dts,tools/binman/test/150_powerpc_mpc85xx_bootpg_resetvec.dts
arch/arm/dts/meson-g12a-u-boot.dtsi,arch/arm/dts/meson-g12-common-u-boot.dtsi
drivers/usb/host/xhci.h,include/usb/xhci.h
arch/arm/dts/zynqmp-a2197-g-revA.dts,arch/arm/dts/zynqmp-g-a2197-00-revA.dts
arch/arm/dts/zynqmp-a2197-m-revA.dts,arch/arm/dts/zynqmp-m-a2197-01-revA.dts
arch/arm/dts/zynqmp-a2197-p-revA.dts,arch/arm/dts/zynqmp-p-a2197-00-revA.dts
configs/xilinx_zynqmp_a2197_m_revA_defconfig,configs/xilinx_zynqmp_g_a2197_00_revA_defconfig
configs/xilinx_zynqmp_a2197_g_revA_defconfig,configs/xilinx_zynqmp_m_a2197_01_revA_defconfig
configs/xilinx_zynqmp_a2197_p_revA_defconfig,configs/xilinx_zynqmp_p_a2197_00_revA_defconfig
arch/arm/dts/k3-am654-base-board-ddr4-1600MHz.dtsi,arch/arm/dts/k3-am654-base-board-ddr4-1600MTs.dtsi
drivers/power/domain/imx8-power-domain.c,drivers/power/domain/imx8-power-domain-legacy.c
arch/arm/include/asm/arch-rockchip/sdram.h,arch/arm/include/asm/arch-rockchip/sdram_rk3288.h
arch/arm/include/asm/arch-rockchip/sdram_common.h,arch/arm/include/asm/arch-rockchip/sdram.h
arch/arm/mach-rockchip/sdram_common.c,arch/arm/mach-rockchip/sdram.c
configs/roc-rk3399-pc_defconfig,configs/roc-pc-rk3399_defconfig
arch/arm/dts/bcm283x-uboot.dtsi,arch/arm/dts/bcm283x-u-boot.dtsi
drivers/net/phy/ti.c,drivers/net/phy/dp83867.c
arch/arm/mach-socfpga/include/mach/firewall_s10.h,arch/arm/mach-socfpga/include/mach/firewall.h
cmd/dtimg.c,cmd/adtimg.c
board/xilinx/zynqmp/zynqmp-a2197-g-revA,board/xilinx/zynqmp/zynqmp-g-a2197-00-revA
board/xilinx/zynqmp/zynqmp-a2197-m-revA,board/xilinx/zynqmp/zynqmp-m-a2197-01-revA
board/xilinx/zynqmp/zynqmp-a2197-p-revA,board/xilinx/zynqmp/zynqmp-m-a2197-02-revA
board/st/stm32mp1/cmd_stboard.c,board/st/common/cmd_stboard.c
board/keymile/kmp204x/qrio.c,board/keymile/common/qrio.c
arch/x86/include/asm/arch-apollolake/itss.h,arch/x86/include/asm/itss.h
doc/android/ab.txt,doc/android/ab.rst
arch/x86/cpu/apollolake/itss.c,arch/x86/cpu/intel_common/itss.c
arch/x86/cpu/apollolake/p2sb.c,arch/x86/cpu/intel_common/p2sb.c
board/synopsys/Kconfig,board/synopsys/nsim/Kconfig
configs/zynq_virt_defconfig,configs/xilinx_zynq_virt_defconfig
arch/arm/dts/stm32mp157-u-boot.dtsi,arch/arm/dts/stm32mp15-u-boot.dtsi
arch/arm/dts/stm32mp157c.dtsi,arch/arm/dts/stm32mp151.dtsi
scripts/kconfig/tests/warn_recursive_dep/Kconfig,scripts/kconfig/tests/err_recursive_dep/Kconfig
arch/arm/dts/imx6dl-wandboard-revb1.dts,arch/arm/dts/imx6dl-wandboard-revd1.dts
arch/arm/dts/imx6q-wandboard-revb1.dts,arch/arm/dts/imx6q-wandboard-revd1.dts
arch/arm/dts/stm32mp157a-avenger96-u-boot.dtsi,arch/arm/dts/stm32mp15xx-dhcor-u-boot.dtsi
board/ucRobotics/bubblegum_96/bubblegum_96.c,arch/arm/mach-owl/soc.c
include/configs/bubblegum_96.h,include/configs/owl-common.h
arch/arm/mach-owl/sysmap-s900.c,arch/arm/mach-owl/sysmap-owl.c
drivers/clk/owl/clk_s900.c,drivers/clk/owl/clk_owl.c
arch/arm/include/asm/arch-owl/clk_s900.h,drivers/clk/owl/clk_owl.h
tools/patman/patman.py,tools/patman/main.py,tools/patman/__main__.py
tools/buildman/buildman.py,tools/buildman/main.py
tools/dtoc/dtoc.py,tools/dtoc/main.py
tools/binman/binman.py,tools/binman/main.py
configs/r8a7795_ulcb_defconfig,configs/rcar3_ulcb_defconfig
arch/arm/dts/r8a7796-salvator-x-u-boot.dts,arch/arm/dts/r8a77950-salvator-x-u-boot.dts,arch/arm/dts/r8a77950-salvator-x-u-boot.dtsi,arch/arm/dts/r8a77951-salvator-x-u-boot.dtsi
arch/arm/dts/r8a7795-salvator-x.dts,arch/arm/dts/r8a77950-salvator-x.dts
arch/arm/dts/r8a7795-u-boot.dtsi,arch/arm/dts/r8a77950-u-boot.dtsi,arch/arm/dts/r8a77951-u-boot.dtsi
arch/arm/dts/r8a7795-h3ulcb-u-boot.dts,arch/arm/dts/r8a77950-ulcb-u-boot.dts,arch/arm/dts/r8a77950-ulcb-u-boot.dtsi,arch/arm/dts/r8a77951-ulcb-u-boot.dtsi
arch/arm/dts/r8a7795-h3ulcb.dts,arch/arm/dts/r8a77950-ulcb.dts
arch/arm/dts/r8a7795.dtsi,arch/arm/dts/r8a77951.dtsi
arch/arm/dts/r8a7795-salvator-x-u-boot.dts,arch/arm/dts/r8a77960-salvator-x-u-boot.dts,arch/arm/dts/r8a77960-salvator-x-u-boot.dtsi
arch/arm/dts/r8a7796-salvator-x.dts,arch/arm/dts/r8a77960-salvator-x.dts
arch/arm/dts/r8a7796-u-boot.dtsi,arch/arm/dts/r8a77960-u-boot.dtsi
arch/arm/dts/r8a7796-m3ulcb-u-boot.dts,arch/arm/dts/r8a77960-ulcb-u-boot.dts,arch/arm/dts/r8a77960-ulcb-u-boot.dtsi
arch/arm/dts/r8a7796-m3ulcb.dts,arch/arm/dts/r8a77960-ulcb.dts
arch/arm/dts/r8a7796.dtsi,arch/arm/dts/r8a77960.dtsi
arch/arm/dts/r8a77965-m3nulcb-u-boot.dts,arch/arm/dts/r8a77965-ulcb-u-boot.dts,arch/arm/dts/r8a77965-ulcb-u-boot.dtsi
arch/arm/dts/r8a77965-m3nulcb.dts,arch/arm/dts/r8a77965-ulcb.dts
arch/arm/dts/fsl-ls1028a-qds.dts,arch/arm/dts/fsl-ls1028a-qds.dtsi
lib/crypto/pkcs7_parser.h,include/crypto/pkcs7_parser.h
lib/crypto/x509_parser.h,include/crypto/x509_parser.h
arch/arm/dts/stm32mp15xx-dhcor.dtsi,arch/arm/dts/stm32mp15xx-dhcor-io3v3.dtsi,arch/arm/dts/stm32mp15xx-dhcor-som.dtsi
arch/arm/cpu/arm926ejs/lpc32xx/Kconfig,arch/arm/mach-lpc32xx/Kconfig
arch/arm/cpu/arm926ejs/lpc32xx/Makefile,arch/arm/mach-lpc32xx/Makefile
arch/arm/cpu/arm926ejs/lpc32xx/clk.c,arch/arm/mach-lpc32xx/clk.c
arch/arm/cpu/arm926ejs/lpc32xx/cpu.c,arch/arm/mach-lpc32xx/cpu.c
arch/arm/cpu/arm926ejs/lpc32xx/devices.c,arch/arm/mach-lpc32xx/devices.c
arch/arm/cpu/arm926ejs/lpc32xx/dram.c,arch/arm/mach-lpc32xx/dram.c
arch/arm/cpu/arm926ejs/lpc32xx/lowlevel_init.S,arch/arm/mach-lpc32xx/lowlevel_init.S
arch/arm/cpu/arm926ejs/lpc32xx/timer.c,arch/arm/mach-lpc32xx/timer.c
arch/arm/cpu/arm926ejs/orion5x/u-boot-spl.lds,arch/arm/mach-orion5x/u-boot-spl.lds
board/mikrotik/crs305-1g-4s/.gitignore,board/mikrotik/crs3xx-98dx3236/.gitignore
board/mikrotik/crs305-1g-4s/Makefile,board/mikrotik/crs3xx-98dx3236/Makefile
board/mikrotik/crs305-1g-4s/README,board/mikrotik/crs3xx-98dx3236/README
board/mikrotik/crs305-1g-4s/binary.0,board/mikrotik/crs3xx-98dx3236/binary.0
board/mikrotik/crs305-1g-4s/crs305-1g-4s.c,board/mikrotik/crs3xx-98dx3236/crs3xx-98dx3236.c
board/mikrotik/crs305-1g-4s/kwbimage.cfg.in,board/mikrotik/crs3xx-98dx3236/kwbimage.cfg.in
include/configs/crs305-1g-4s.h,include/configs/crs3xx-98dx3236.h
arch/arm/dts/rk3399-puma-u-boot.dtsi,arch/arm/dts/rk3399-puma-haikou-u-boot.dtsi
tools/patman/test.py,tools/patman/test_checkpatch.py
doc/README.coccinelle,doc/develop/coccinelle.rst
arch/arm/dts/rk3399-rock-pi-4.dts,arch/arm/dts/rk3399-rock-pi-4.dtsi
arch/arm/mach-aspeed/ast2500-board.c,arch/arm/mach-aspeed/ast2500/board_common.c
arch/arm/dts/mt7622-bpi-r64.dts,arch/arm/dts/mt7622-bananapi-bpi-r64.dts
include/dt-bindings/clock/ast2500-scu.h,include/dt-bindings/clock/aspeed-clock.h
board/toradex/colibri-imx8x/colibri-imx8qxp-imximage.cfg,board/toradex/colibri-imx8x/colibri-imx8x-imximage.cfg
configs/colibri-imx8qxp_defconfig,configs/colibri-imx8x_defconfig
board/toradex/apalis-imx8/apalis-imx8qm-imximage.cfg,board/toradex/apalis-imx8/apalis-imx8-imximage.cfg
configs/apalis-imx8qm_defconfig,configs/apalis-imx8_defconfig
tools/binman/test/170_fit_fdt.dts,tools/binman/test/172_fit_fdt.dts,tools/binman/test/170_fit_fdt.dts
net/sntp.h,include/net/sntp.h
arch/arm/mach-aspeed/ast2500/sdram_ast2500.c,drivers/ram/aspeed/sdram_ast2500.c
drivers/sysreset/sysreset_socfpga_s10.c,drivers/sysreset/sysreset_socfpga_soc64.c
drivers/fpga/stratix10.c,drivers/fpga/intel_sdm_mb.c
drivers/reset/ast2500-reset.c,drivers/reset/reset-ast2500.c
arch/riscv/lib/andes_plmt.c,drivers/timer/andes_plmt_timer.c
drivers/dfu/dfu_tftp.c,drivers/dfu/dfu_alt.c
board/freescale/mx6ul_14x14_evk/README,doc/board/freescale/mx6ul_14x14_evk.rst,doc/board/nxp/mx6ul_14x14_evk.rst
board/freescale/mx6ullevk/README,doc/board/freescale/mx6ullevk.rst,doc/board/nxp/mx6ullevk.rst
board/ge/common/ge_common.c,board/ge/common/ge_rtc.c
board/ge/common/ge_common.h,board/ge/common/ge_rtc.h
drivers/board/Kconfig,drivers/sysinfo/Kconfig
drivers/board/Makefile,drivers/sysinfo/Makefile
